user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
MAG684	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__	N/A	N/A	N/A	N/A	N/A	GCA_002429455.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__Methylotenera sp002429455	78.47	0.34	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__	Placement	taxonomic classification fully defined by topology	GCF_000384255.1, s__Methylotenera mobilis_B, 95.0, 78.71, 0.24; GCF_000093025.1, s__Methylotenera versatilis, 95.0, 78.34, 0.35; GCA_001803395.1, s__Methylotenera sp001803395, 95.0, 78.21, 0.34; GCF_000023705.1, s__Methylotenera mobilis, 95.0, 78.08, 0.25; GCF_000744605.1, s__Methylotenera sp000744605, 95.0, 78.04, 0.28; GCF_000799735.1, s__Methylotenera sp000799735, 95.0, 77.88, 0.17; GCA_002842195.1, s__Methylotenera sp002842195, 95.0, 77.85, 0.19; GCA_002281815.1, s__Methylotenera sp002281815, 95.0, 77.57, 0.25; GCA_002842285.1, s__Methylotenera sp002842285, 95.0, 77.41, 0.18; GCA_002928535.1, s__Methylotenera sp002928535, 95.0, 77.27, 0.18	84.21	11	0.974491324451	N/A
MAG018	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__	N/A	N/A	N/A	N/A	N/A	GCA_002429455.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__Methylotenera sp002429455	78.47	0.36	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__	Placement	taxonomic classification fully defined by topology	GCF_000093025.1, s__Methylotenera versatilis, 95.0, 78.55, 0.37; GCA_002842195.1, s__Methylotenera sp002842195, 95.0, 78.45, 0.39; GCA_001803395.1, s__Methylotenera sp001803395, 95.0, 78.36, 0.33; GCA_002281815.1, s__Methylotenera sp002281815, 95.0, 77.96, 0.25; GCF_000384255.1, s__Methylotenera mobilis_B, 95.0, 77.78, 0.23; GCF_000023705.1, s__Methylotenera mobilis, 95.0, 77.67, 0.22; GCF_000744605.1, s__Methylotenera sp000744605, 95.0, 77.62, 0.22; GCF_000799735.1, s__Methylotenera sp000799735, 95.0, 77.04, 0.14; GCA_002842285.1, s__Methylotenera sp002842285, 95.0, 76.96, 0.16; GCA_002928535.1, s__Methylotenera sp002928535, 95.0, 76.7, 0.14	97.52	11	0.974348735139	N/A
MAG111	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__	N/A	N/A	N/A	N/A	N/A	GCA_002429455.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__Methylotenera sp002429455	78.94	0.3	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylotenera;s__	Placement	taxonomic classification fully defined by topology	GCF_000384255.1, s__Methylotenera mobilis_B, 95.0, 78.55, 0.25; GCF_000093025.1, s__Methylotenera versatilis, 95.0, 78.53, 0.3; GCA_001803395.1, s__Methylotenera sp001803395, 95.0, 78.44, 0.28; GCF_000023705.1, s__Methylotenera mobilis, 95.0, 78.35, 0.2; GCA_002842195.1, s__Methylotenera sp002842195, 95.0, 78.31, 0.19; GCF_000744605.1, s__Methylotenera sp000744605, 95.0, 78.29, 0.24; GCF_000799735.1, s__Methylotenera sp000799735, 95.0, 78.12, 0.15; GCA_002281815.1, s__Methylotenera sp002281815, 95.0, 77.92, 0.22; GCA_002842285.1, s__Methylotenera sp002842285, 95.0, 77.79, 0.15; GCA_002928535.1, s__Methylotenera sp002928535, 95.0, 77.12, 0.15	92.78	11	0.974222441538	N/A
MAG188	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylopumilus_A;s__	N/A	N/A	N/A	N/A	N/A	GCF_000953015.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylopumilus_A;s__Methylopumilus_A turicensis	79.71	0.52	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	98.33	11	0.962908111365	N/A
MAG419	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylopumilus;s__	N/A	N/A	N/A	N/A	N/A	GCF_000981505.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylopumilus;s__Methylopumilus planktonicus	84.77	0.89	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Methylophilaceae;g__Methylopumilus;s__	Placement	taxonomic classification fully defined by topology	GCA_003533095.1, s__Methylopumilus sp003533095, 95.0, 82.7, 0.76	89.48	11	0.983385722031	N/A
MAG382	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__Gallionella;s__	Placement	taxonomic classification fully defined by topology	GCF_000145255.1, s__Gallionella capsiferriformans, 95.0, 87.97, 0.76; GCA_001801025.1, s__Gallionella sp001801025, 95.0, 87.78, 0.78; GCA_002381565.1, s__Gallionella sp002381565, 95.0, 78.88, 0.4; GCA_002780675.1, s__Gallionella sp002780675, 95.0, 78.49, 0.4; GCA_003134595.1, s__Gallionella sp003134595, 95.0, 77.32, 0.19; GCA_001801085.1, s__Gallionella sp001801085, 95.0, 77.25, 0.2; GCA_003153155.1, s__Gallionella sp003153155, 95.0, 77.18, 0.2; GCA_001801105.1, s__Gallionella sp001801105, 95.0, 77.11, 0.2; GCA_002403995.1, s__Gallionella sp002403995, 95.0, 77.06, 0.18; GCA_002429165.1, s__Gallionella sp002429165, 95.0, 76.95, 0.17; GCA_001577345.1, s__Gallionella acididurans, 95.0, 76.9, 0.19; GCA_001801175.1, s__Gallionella sp001801175, 95.0, 76.84, 0.19; GCA_002414205.1, s__Gallionella sp002414205, 95.0, 76.76, 0.14; GCA_001801055.1, s__Gallionella sp001801055, 95.0, 76.74, 0.2; GCA_001801215.1, s__Gallionella sp001801215, 95.0, 76.7, 0.18; GCA_003235435.1, s__Gallionella sp003235435, 95.0, 76.21, 0.16	98.25	11	0.990218726006	N/A
MAG242	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__PALSA-1006;s__	N/A	N/A	N/A	N/A	N/A	GCA_003151655.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__PALSA-1006;s__PALSA-1006 sp003151655	76.81	0.14	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Gallionellaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	96.75	11	0.936007663076	N/A
MAG690	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	98.83	11	0.860876547872	N/A
MAG005	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	97.6	11	0.842428367347	N/A
MAG154	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__UBA5216;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__;s__	Placement	taxonomic novelty determined using RED	N/A	75.65	11	0.935777525714	N/A
MAG255	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__PALSA-1004;s__	N/A	N/A	N/A	N/A	N/A	GCA_003153455.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__PALSA-1004;s__PALSA-1004 sp003153455	76.18	0.17	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__SG8-41;g__;s__	Placement	taxonomic novelty determined using RED	N/A	95.32	11	0.881128099408	N/A
MAG176	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Ga0077523;g__Ga0077526;s__	N/A	N/A	N/A	N/A	N/A	GCA_001464765.1	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Ga0077523;g__Ga0077526;s__Ga0077526 sp001464765	78.19	0.33	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__Ga0077523;g__Ga0077526;s__	Placement	taxonomic classification fully defined by topology	GCA_001464895.1, s__Ga0077526 sp001464895, 95.0, 77.69, 0.26	89.19	11	0.916797760124	N/A
MAG638	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Burkholderiales;f__;g__;s__	Placement	taxonomic classification fully defined by topology	N/A	94.8	11	0.671412234516	N/A
MAG051	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	N/A	N/A	N/A	N/A	N/A	GCA_001464835.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__Pseudolabrys sp001464835	85.39	0.75	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	Placement	taxonomic classification fully defined by topology	GCF_001426945.1, s__Pseudolabrys sp001426945, 95.0, 81.08, 0.69; GCA_003133345.1, s__Pseudolabrys sp003133345, 95.0, 80.46, 0.55; GCA_003152455.1, s__Pseudolabrys sp003152455, 95.0, 80.32, 0.61; GCA_001899285.1, s__Pseudolabrys sp001899285, 95.0, 79.01, 0.5	88.69	11	0.984454786287	N/A
MAG244	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Pseudolabrys;s__	Placement	taxonomic classification fully defined by topology	GCA_003133345.1, s__Pseudolabrys sp003133345, 95.0, 80.03, 0.54; GCA_003152455.1, s__Pseudolabrys sp003152455, 95.0, 79.97, 0.54; GCA_001899285.1, s__Pseudolabrys sp001899285, 95.0, 79.42, 0.55; GCA_001464835.1, s__Pseudolabrys sp001464835, 95.0, 79.26, 0.53; GCF_001426945.1, s__Pseudolabrys sp001426945, 95.0, 78.7, 0.5	91.85	11	0.92619191955	N/A
MAG115	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Z2-YC6860;s__	N/A	N/A	N/A	N/A	N/A	GCF_001579845.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Z2-YC6860;s__Z2-YC6860 sp001579845	80.78	0.64	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__Z2-YC6860;s__	Placement	taxonomic classification fully defined by topology	GCA_003169835.1, s__Z2-YC6860 sp003169835, 95.0, 77.8, 0.26	73.41	11	0.958718899159	N/A
MAG101	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Phreatobacteraceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__;g__;s__	Placement	taxonomic novelty determined using RED	N/A	79.35	11	0.907990489361	N/A
MAG557	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Alsobacter;s__	N/A	N/A	N/A	N/A	N/A	GCF_003004785.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Alsobacter;s__Alsobacter sp003004785	75.7	0.03	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	98.23	11	0.90410632851	N/A
MAG082	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Anderseniellaceae;g__QKVK01;s__	N/A	N/A	N/A	N/A	N/A	GCF_003234965.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Anderseniellaceae;g__QKVK01;s__QKVK01 sp003234965	85.58	0.76	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Anderseniellaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	92.26	11	0.978776362152	N/A
MAG302	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Anderseniellaceae;g__QKVK01;s__	N/A	N/A	N/A	N/A	N/A	GCF_003234965.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Anderseniellaceae;g__QKVK01;s__QKVK01 sp003234965	86.38	0.72	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Anderseniellaceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	98.71	11	0.978091306263	N/A
MAG741	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudorhodobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	92.36	11	0.965943798937	N/A
MAG438	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudorhodobacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	89.03	11	0.965386584447	N/A
MAG656	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__	N/A	N/A	N/A	N/A	N/A	GCA_001896875.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__Caulobacter sp001896875	77.35	0.26	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__	Placement	taxonomic classification fully defined by topology	GCF_900114015.1, s__Caulobacter sp900114015, 95.0, 78.23, 0.33; GCF_001426905.1, s__Caulobacter sp001426905, 95.0, 78.08, 0.31; GCF_001427665.1, s__Caulobacter sp001427665, 95.0, 78.04, 0.34; GCF_001426985.1, s__Caulobacter sp001426985, 95.0, 78.03, 0.33; GCF_001414055.1, s__Caulobacter henricii, 95.0, 78.03, 0.27; GCF_000281955.1, s__Caulobacter sp000281955, 95.0, 78.02, 0.33; GCF_000092285.1, s__Caulobacter segnis, 95.0, 78.01, 0.28; GCF_000372645.1, s__Caulobacter vibrioides_E, 95.0, 78.0, 0.32; GCF_002742625.1, s__Caulobacter sp002742625, 95.0, 78.0, 0.31; GCF_000745545.1, s__Caulobacter henricii_C, 95.0, 78.0, 0.34; GCF_000426025.1, s__Caulobacter sp000426025, 95.0, 77.98, 0.33; GCF_002858925.1, s__Caulobacter sp002858925, 95.0, 77.96, 0.31; GCF_003060965.1, s__Caulobacter sp003060965, 95.0, 77.95, 0.28; GCF_001449105.1, s__Caulobacter vibrioides_C, 95.0, 77.95, 0.32; GCA_003094595.1, s__Caulobacter sp003094595, 95.0, 77.92, 0.33; GCF_003116815.1, s__Caulobacter sp003116815, 95.0, 77.92, 0.3; GCF_000712075.1, s__Caulobacter sp000712075, 95.0, 77.9, 0.34; GCF_002858845.1, s__Caulobacter flavus, 95.0, 77.89, 0.33; GCF_000799245.1, s__Caulobacter sp000799245, 95.0, 77.87, 0.3; GCF_002737765.1, s__Caulobacter sp002737765, 95.0, 77.86, 0.21; GCF_003185805.1, s__Caulobacter sp003185805, 95.0, 77.86, 0.29; GCF_000744465.1, s__Caulobacter henricii_A, 95.0, 77.86, 0.32; GCF_000019145.1, s__Caulobacter sp000019145, 95.0, 77.85, 0.33; GCF_002858865.1, s__Caulobacter vibrioides, 95.0, 77.79, 0.27; GCF_002737755.1, s__Caulobacter sp002737755, 95.0, 77.76, 0.29; GCA_003243465.1, s__Caulobacter segnis_A, 95.0, 77.74, 0.28; GCA_002280875.1, s__Caulobacter sp002280875, 95.0, 77.73, 0.3; GCF_002749615.1, s__Caulobacter mirabilis, 95.0, 77.71, 0.31; GCF_001556515.1, s__Caulobacter sp001556515, 95.0, 77.63, 0.31; GCA_002310375.2, s__Caulobacter vibrioides_D, 95.0, 77.63, 0.29; GCF_002742635.1, s__Caulobacter sp002742635, 95.0, 77.62, 0.32; GCF_002742645.1, s__Caulobacter sp002742645, 95.0, 77.52, 0.28; GCA_002280275.1, s__Caulobacter vibrioides_A, 95.0, 77.09, 0.22	87.58	11	0.93412208707	N/A
MAG578	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	N/A	N/A	N/A	N/A	N/A	GCA_002256425.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacterium sp002256425	82.39	0.69	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	Placement	taxonomic classification fully defined by topology	GCA_002221445.1, s__Phenylobacterium zucineum_B, 95.0, 80.45, 0.49; GCF_001429025.1, s__Phenylobacterium sp001429025, 95.0, 78.11, 0.3; GCF_001375595.1, s__Phenylobacterium immobile, 95.0, 78.01, 0.14; GCF_001425305.1, s__Phenylobacterium sp001425305, 95.0, 77.99, 0.25; GCA_002363865.1, s__Phenylobacterium sp002363865, 95.0, 77.93, 0.26; GCF_003150835.1, s__Phenylobacterium sp003150835, 95.0, 77.84, 0.27; GCF_003254505.1, s__Phenylobacterium hankyongense, 95.0, 77.79, 0.23; GCA_001724985.1, s__Phenylobacterium sp001724985, 95.0, 77.72, 0.21; GCF_000017265.1, s__Phenylobacterium zucineum_A, 95.0, 77.69, 0.19; GCA_002441055.1, s__Phenylobacterium sp002441055, 95.0, 77.64, 0.21; GCA_001824475.1, s__Phenylobacterium sp001824475, 95.0, 77.45, 0.21; GCF_003254475.1, s__Phenylobacterium sp003254475, 95.0, 77.44, 0.22; GCF_003254705.1, s__Phenylobacterium deserti, 95.0, 77.38, 0.16; GCF_001557235.1, s__Phenylobacterium sp001557235, 95.0, 77.31, 0.2; GCF_003254525.1, s__Phenylobacterium kunshanense, 95.0, 77.26, 0.17; GCA_001724605.1, s__Phenylobacterium sp001724605, 95.0, 77.14, 0.2; GCA_003136395.1, s__Phenylobacterium sp003136395, 95.0, 77.04, 0.19	89.44	11	0.991183048473	N/A
MAG349	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	N/A	N/A	N/A	N/A	N/A	GCF_003150835.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__Phenylobacterium sp003150835	84.71	0.87	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Phenylobacterium;s__	Placement	taxonomic classification fully defined by topology	GCA_002256425.1, s__Phenylobacterium sp002256425, 95.0, 79.01, 0.48; GCF_003254505.1, s__Phenylobacterium hankyongense, 95.0, 78.97, 0.46; GCF_000017265.1, s__Phenylobacterium zucineum_A, 95.0, 78.96, 0.45; GCA_001724985.1, s__Phenylobacterium sp001724985, 95.0, 78.84, 0.35; GCF_001425305.1, s__Phenylobacterium sp001425305, 95.0, 78.81, 0.46; GCA_002363865.1, s__Phenylobacterium sp002363865, 95.0, 78.79, 0.47; GCF_003254475.1, s__Phenylobacterium sp003254475, 95.0, 78.63, 0.5; GCF_001429025.1, s__Phenylobacterium sp001429025, 95.0, 78.57, 0.47; GCA_001824475.1, s__Phenylobacterium sp001824475, 95.0, 78.41, 0.44; GCF_003254525.1, s__Phenylobacterium kunshanense, 95.0, 78.36, 0.43; GCF_001557235.1, s__Phenylobacterium sp001557235, 95.0, 78.27, 0.44; GCA_001724605.1, s__Phenylobacterium sp001724605, 95.0, 78.23, 0.4; GCF_003254705.1, s__Phenylobacterium deserti, 95.0, 78.21, 0.33; GCF_001375595.1, s__Phenylobacterium immobile, 95.0, 78.2, 0.28; GCA_003136395.1, s__Phenylobacterium sp003136395, 95.0, 78.13, 0.41; GCA_002441055.1, s__Phenylobacterium sp002441055, 95.0, 77.99, 0.33; GCA_002221445.1, s__Phenylobacterium zucineum_B, 95.0, 77.14, 0.21	93.81	11	0.98954243854	N/A
MAG185	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__UBA5005;s__	N/A	N/A	N/A	N/A	N/A	GCA_002398405.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__UBA5005;s__UBA5005 sp002398405	79.04	0.48	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__;s__	Placement	taxonomic novelty determined using RED	N/A	51.49	11	0.939451270334	N/A
MAG227	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__	N/A	N/A	N/A	N/A	N/A	GCA_001896865.1	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__UBA6038 sp001896865	80.72	0.57	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__UBA1301;f__UBA1301;g__UBA6038;s__	Placement	taxonomic classification fully defined by topology	GCA_001898015.1, s__UBA6038 sp001898015, 95.0, 77.55, 0.19; GCA_003158585.1, s__UBA6038 sp003158585, 95.0, 77.28, 0.24; GCA_002307725.1, s__UBA6038 sp002307725, 95.0, 77.11, 0.24; GCA_003139615.1, s__UBA6038 sp003139615, 95.0, 77.04, 0.19; GCA_002429315.1, s__UBA6038 sp002429315, 95.0, 76.97, 0.2; GCA_002307315.1, s__UBA6038 sp002307315, 95.0, 76.72, 0.21; GCA_003131925.1, s__UBA6038 sp003131925, 95.0, 76.05, 0.1	82.1	11	0.946434898016	N/A
